Collection Name,Title#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Non Sort#1,Title Part Number#1,Uniform Title#2,Name Part#1,Name Part Date#1,Name Display Form#1,Name Type#1,Name Authority#1,Name Part#2,Name Part Date#2,Name Display Form#2,Name Type#2,Name Authority#2,Type of Resource#1,Type of Resource Authority#1,Genre#1,Genre Authority#1,Genre Type#1,Genre#2,Genre Authority#2,Genre Type#2,Genre#3,Genre Authority#3,Genre Type#3,Place Term#1,Place Term Type#1,Place Term Authority#1,Date Created#1,Date Captured#1,Date Captured Encoding#1,Place Term#2,Place Term Authority#2,Place Term#3,Place Term Authority#3,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Form#1,Form Authority#1,Internet Media Type#1,Extent#1,Digital Origin#1,Physical Description Note#1,Abstract#1,Abstract#2,Abstract#3,Note#1,Note Type#1,Note#2,Note Type#2,Note#3,Note Type#3,Note#4,Note Type#4,Note#5,Note Type#5,Subject Topic#1,Subject Topic Authority#1,Subject Topic#10,Subject Topic Authority#10,Subject Topic#2,Subject Topic Authority#2,Subject Topic#3,Subject Topic Authority#3,Subject Topic#4,Subject Topic Authority#4,Subject Topic#5,Subject Topic Authority#5,Subject Topic#6,Subject Topic Authority#6,Subject Topic#7,Subject Topic Authority#7,Subject Topic#8,Subject Topic Authority#8,Subject Topic#9,Subject Topic Authority#9,Subject Geographic#1,Subject Geographic Authority#1,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#1,Subject Temporal Authority#1,Subject Temporal#2,Subject Temporal Authority#2,Subject Temporal#3,Subject Temporal Authority#3,Subject Temporal#4,Subject Temporal Authority#4,Subject Title Info#1,Subject Title Info#2,Subject Name#1,Subject Name Authority#1,Subject Name#2,Subject Name Authority#2,Classification#1,Classification Authority#1,Related Item Type#1,Related Item Identifier#1,Related Item Identifier URI#1,Related Item Type#2,Related Item Identifier#2,Related Item Identifier URI#2,Related Item Type#3,Related Item Identifier#3,Related Item Identifier URI#3,Related Item Type#4,Related Item Identifier#4,Related Item Identifier URI#4,Related Item Type#5,Related Item Identifier#5,Related Item Identifier URI#5,Related Item Type#6,Related Item Identifier#6,Related Item Identifier URI#6,Related Item Type#7,Related Item Identifier#7,Related Item Identifier URI#7,Related Item Type#8,Related Item Identifier#8,Related Item Identifier URI#8,Identifier#1,Identifier Type#1,Identifier URI#1,Identifier ARK#1,Physical Location#1,Physical Location Type#1,Shelf Identifier#1,Location URL#1,Access Condition#1,Access Condition Authority#1,Extent List#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Medieval Manuscript Leaves,Religious text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,religious texts,http://vocab.getty.edu/page/aat/300220519,,,,,,,,,,,[1100/1199],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Religious text (?). Germany, s. xii. 145 x 71 mm. Parchment. Fragment; parts of 17 lines.","Religious text. Germany, 12th c. [First half 12th c.]. For a somewhat similar hand, cf. SHT, pl. 30.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,,,,,,,,,,,,,,,,,Germany,http://id.worldcat.org/fast/1210272,,,Twelfth century,http://id.worldcat.org/fast/1159791,,,,,,,,,,,,,,,reverse,Thomson014,http://cudl.colorado.edu/luna/servlet/s/0ri8cy,,,,,,,,,,,,,,,,,,,,,,Thomson013,local,http://cudl.colorado.edu/luna/servlet/s/7jw359,https://ark.colorado.edu/ark:/47540/nv409x72f401,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 7,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,1095460,219,nspc_medLeaves_thomson013.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095460~140848
Medieval Manuscript Leaves,Rituale. Italy,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,rituals (liturgical books),http://vocab.getty.edu/page/aat/300212285,work type,,,,,,,,,,[1400/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,50316944,reformatted digital,,190 x 135 mm. Parchment. Bifolium. Double column; each column 120 x 38 mm.; 22 lines to a column. Text frequently written in red.,"1 bifolium, 22 lines per page. Text in red & black ink. Some initials have yellow-brown decoration. 10 3/4"" x 7 1/2""",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,colored ink,http://vocab.getty.edu/page/aat/300126356,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay019c.jpg,http://cudl.colorado.edu/luna/servlet/s/c3512q,reverse,hay019b.jpg,http://cudl.colorado.edu/luna/servlet/s/rk1284,,,,,,,,,,,,,,,,,,,hay019a.jpg,local,http://cudl.colorado.edu/luna/servlet/s/55fjij,https://ark.colorado.edu/ark:/47540/zt6c8d6159h7,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 19,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 3,428338,219,hay019a.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428338~124993
Medieval Manuscript Leaves,Rituale. Italy,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,rituals (liturgical books),http://vocab.getty.edu/page/aat/300212285,work type,,,,,,,,,,[1400/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,97632248,reformatted digital,,190 x 135 mm. Parchment. Bifolium. Double column; each column 120 x 38 mm.; 22 lines to a column. Text frequently written in red.,"1 bifolium, 22 lines per page. Text in red & black ink. Some initials have yellow-brown decoration. 10 3/4"" x 7 1/2""",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,colored ink,http://vocab.getty.edu/page/aat/300126356,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay019c.jpg,http://cudl.colorado.edu/luna/servlet/s/c3512q,reverse,hay019a.jpg,http://cudl.colorado.edu/luna/servlet/s/55fjij,,,,,,,,,,,,,,,,,,,hay019b.jpg,local,http://cudl.colorado.edu/luna/servlet/s/rk1284,https://ark.colorado.edu/ark:/47540/b5817p3524x2,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 19,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 3,428346,219,hay019b.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428346~124994
Medieval Manuscript Leaves,Rituale. Italy,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,rituals (liturgical books),http://vocab.getty.edu/page/aat/300212285,work type,,,,,,,,,,[1400/1500],2009-08-31,iso8601,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,103626708,reformatted digital,,190 x 135 mm. Parchment. Bifolium. Double column; each column 120 x 38 mm.; 22 lines to a column. Text frequently written in red.,"1 bifolium, 22 lines per page. Text in red & black ink. Some initials have yellow-brown decoration. 10 3/4"" x 7 1/2""",,Provenance unknown,acquisition,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,colored ink,http://vocab.getty.edu/page/aat/300126356,,,,,,,,,,,,,,,Italy,http://id.worldcat.org/fast/1204565,,,Fifteenth century,http://id.worldcat.org/fast/923962,,,,,,,,,,,,,,,sister leaf,hay019a.jpg,http://cudl.colorado.edu/luna/servlet/s/55fjij,sister leaf,hay019b.jpg,http://cudl.colorado.edu/luna/servlet/s/rk1284,,,,,,,,,,,,,,,,,,,hay019c.jpg,local,http://cudl.colorado.edu/luna/servlet/s/c3512q,https://ark.colorado.edu/ark:/47540/k36d6c78767g,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,Hayes 19,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 3 of 3,428354,219,hay019c.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~428354~124995
Medieval Manuscript Leaves,Scholastic text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1250/1350],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Scholastic text (?) citing Plato and Aristotle. France, second half of s. xiii. 245 x 185 mm. Parchment. Single leaf. Double column; each column 225 x 72 mm.; 39 lines to a column. 4-line blue and red painted initial Q, infilled with red penwork, with elaborate descender.",,,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,Aristotle,http://id.loc.gov/authorities/names/n79004182,Plato,http://id.loc.gov/authorities/names/n79139459,rubrics,http://vocab.getty.edu/page/aat/300196121,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,Thomson034,http://cudl.colorado.edu/luna/servlet/s/gmf50j,,,,,,,,,,,,,,,,,,,,,,Thomson033,local,http://cudl.colorado.edu/luna/servlet/s/79nqma,https://ark.colorado.edu/ark:/47540/z1416v71h616,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 17,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,1095704,219,nspc_medLeaves_thomson031.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095704~140866
Medieval Manuscript Leaves,Scholastic text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1250/1350],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Scholastic text (?) citing Plato and Aristotle. France, second half of s. xiii. 245 x 185 mm. Parchment. Single leaf. Double column; each column 225 x 72 mm.; 39 lines to a column. 4-line blue and red painted initial Q, infilled with red penwork, with elaborate descender.",,,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,rubrics,http://vocab.getty.edu/page/aat/300196121,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,Thomson033,http://cudl.colorado.edu/luna/servlet/s/79nqma,,,,,,,,,,,,,,,,,,,,,,Thomson034,local,http://cudl.colorado.edu/luna/servlet/s/gmf50j,https://ark.colorado.edu/ark:/47540/5w17653909s8,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 17,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,1095716,219,nspc_medLeaves_thomson032.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095716~140867
Medieval Manuscript Leaves,Sermon text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,sermons,http://vocab.getty.edu/page/aat/300026669,work type,,,,,,,,,,[1300/1399],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Sermon text (?). Germany, s. xiv. 318 x 231 mm. Parchment. Single leaf (probably binding fragment). Double column; each column 246 x 80 mm.; 40 lines to a column; ruled and bounded in ink.",,,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,Illumination of books and manuscripts,http://id.loc.gov/authorities/subjects/sh85064332,rubrics,http://vocab.getty.edu/page/aat/300196121,,,,,,,,,,,,,Germany,http://id.worldcat.org/fast/1210272,,,Fourteenth century,http://id.worldcat.org/fast/933420,,,,,,,,,,,,,,,reverse,Thomson051,http://cudl.colorado.edu/luna/servlet/s/9b0j2n,,,,,,,,,,,,,,,,,,,,,,Thomson052,local,http://cudl.colorado.edu/luna/servlet/s/r356vd,https://ark.colorado.edu/ark:/47540/3064787508wt,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 26,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,1095934,219,nspc_medLeaves_thomson050.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095934~140885
Medieval Manuscript Leaves,Sermon text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,sermons,http://vocab.getty.edu/page/aat/300026669,work type,,,,,,,,,,[1300/1399],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Sermon text (?). Germany, s. xiv. 318 x 231 mm. Parchment. Single leaf (probably binding fragment). Double column; each column 246 x 80 mm.; 40 lines to a column; ruled and bounded in ink.",,,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,,,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,rubrics,http://vocab.getty.edu/page/aat/300196121,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,,,,,,,,,,,Germany,http://id.worldcat.org/fast/1210272,,,Fourteenth century,http://id.worldcat.org/fast/933420,,,,,,,,,,,,,,,reverse,Thomson052,http://cudl.colorado.edu/luna/servlet/s/r356vd,,,,,,,,,,,,,,,,,,,,,,Thomson051,local,http://cudl.colorado.edu/luna/servlet/s/9b0j2n,https://ark.colorado.edu/ark:/47540/kd3k7j94x6v2,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 26,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,1095922,219,nspc_medLeaves_thomson049.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095922~140884
Medieval Manuscript Leaves,Unidentified devotional text,,,Devotional text,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,devotional literature,http://vocab.getty.edu/page/aat/300254377,work type,,,,,,,France,text,marcountry,[1200/1299],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Unidentified devotional text. France, s. xiii. 188 x 150 mm. Parchment. Bifolium (second leaf cropped in bottom right hand corner). Double column; each column 160 x 50 mm.; 41 lines to a column; ruled and bounded in black ink.",,,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,"Devotional text. (Martyrologium?) Probably France, 13th c. Double leaf. Gothic text cursive.",action.,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,bifolia,http://vocab.getty.edu/page/aat/300201054,rubrics,http://vocab.getty.edu/page/aat/300196121,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,Thomson026,http://cudl.colorado.edu/luna/servlet/s/p4s39c,,,,,,,,,,,,,,,,,,,,,,Thomson025,local,http://cudl.colorado.edu/luna/servlet/s/r6pr26,https://ark.colorado.edu/ark:/47540/r75p1h14x8fb,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 13,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,1095606,219,nspc_medLeaves_thomson023.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095606~140858
Medieval Manuscript Leaves,Unidentified devotional text,,,Devotional text,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,devotional literature,http://vocab.getty.edu/page/aat/300254377,work type,,,,,,,,,,[1200/1299],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Unidentified devotional text. France, s. xiii. 188 x 150 mm. Parchment. Bifolium (second leaf cropped in bottom right hand corner). Double column; each column 160 x 50 mm.; 41 lines to a column; ruled and bounded in black ink.","Devotional text. (Martyrologium?) Probably France, 13th c. Double leaf. Gothic text cursive.",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,initials (layout features),http://vocab.getty.edu/page/aat/300168055,bifolia,http://vocab.getty.edu/page/aat/300201054,rubrics,http://vocab.getty.edu/page/aat/300196121,colored ink,http://vocab.getty.edu/page/aat/300126356,illuminated manuscripts,http://vocab.getty.edu/page/aat/300265483,,,,,,,France,http://id.worldcat.org/fast/1204289,,,Thirteenth century,http://id.worldcat.org/fast/1150138,,,,,,,,,,,,,,,reverse,Thomson025,http://cudl.colorado.edu/luna/servlet/s/r6pr26,,,,,,,,,,,,,,,,,,,,,,Thomson026,local,http://cudl.colorado.edu/luna/servlet/s/p4s39c,https://ark.colorado.edu/ark:/47540/vn4d2362v73j,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 13,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,1095618,219,nspc_medLeaves_thomson024.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095618~140859
Medieval Manuscript Leaves,Unidentified Latin text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1100/1199],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Unidentified Latin text. France (?), Germany (?), s. xii. 222 x 152 mm. Parchment. Fragment of single leaf used as binder's waste. Double column; each column 80 mm. wide; 27 lines surviving in each column.","Unidentified text. France(?) [Germanic], 12th c. (mid?). A very early form of Gothic (Gothica Textualis Primitiva).",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,,,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,Germany,http://id.worldcat.org/fast/1210272,Twelfth century,http://id.worldcat.org/fast/1159791,,,,,,,,,,,,,,,reverse,Thomson015,http://cudl.colorado.edu/luna/servlet/s/m905a1,,,,,,,,,,,,,,,,,,,,,,Thomson016,local,http://cudl.colorado.edu/luna/servlet/s/o661pf,https://ark.colorado.edu/ark:/47540/tp797s50h173,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 8,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 2 of 2,1095496,219,nspc_medLeaves_thomson012.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095496~140847
Medieval Manuscript Leaves,Unidentified Latin text,,,,,,,,,,,,,,,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,,,,,,,,,,,,,[1100/1199],,,,,,,Latin,lat,http://id.loc.gov/vocabulary/iso639-1/la,,electronic,marcform,image/jpeg,,reformatted digital,,"Unidentified Latin text. France (?), Germany (?), s. xii. 222 x 152 mm. Parchment. Fragment of single leaf used as binder's waste. Double column; each column 80 mm. wide; 27 lines surviving in each column.","Unidentified text. France(?) [Germanic], 12th c. (mid?). A very early form of Gothic (Gothica Textualis Primitiva).",,Cataloged from existing description: Medieval Manuscripts in the Norlin Library & the Department of Fine Arts at the University of Colorado at Boulder: A Summary Catalogue,action,"Cataloged from existing description: Medieval, Renaissance, and 15th-17th Century Manuscripts in the Special Collections Department, University Libraries, University of Colorado at Boulder",action,This collection was purchased from Barney Rosenthal (San Francisco) between 1973 and 1982.,acquisition,,,,,"Manuscripts, Medieval -- Colorado -- Boulder",local,,,,,,,,,,,,,,,,,,,France,http://id.worldcat.org/fast/1204289,Germany,http://id.worldcat.org/fast/1210272,Twelfth century,http://id.worldcat.org/fast/1159791,,,,,,,,,,,,,,,reverse,Thomson016,http://cudl.colorado.edu/luna/servlet/s/o661pf,,,,,,,,,,,,,,,,,,,,,,Thomson015,local,http://cudl.colorado.edu/luna/servlet/s/m905a1,https://ark.colorado.edu/ark:/47540/4d3s668216t1,"Special Collections, Archives & Preservation, University of Colorado Boulder",current,THOM 8,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Page 1 of 2,1095484,219,nspc_medLeaves_thomson011.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~59~59~1095484~140846
